X Y Z U V W
-5.885923 -1.047384 -7.990000 -0.551642 -0.078417 -0.830386
-5.634877 -1.971711 -7.990000 -0.538762 -0.233320 -0.809504
-5.212464 -2.947108 -7.990000 -0.538762 -0.233320 -0.809504
-5.099768 -3.151830 -7.990000 -0.569358 -0.313422 -0.759999
-4.938092 -3.374460 -7.990000 -0.457622 -0.382479 -0.802678
-4.279193 -4.162808 -7.990000 -0.395175 -0.448483 -0.801686
-3.557867 -4.798396 -7.990000 -0.337457 -0.445068 -0.829480
-3.292221 -4.999813 -7.990000 -0.267099 -0.508425 -0.818634
-2.172739 -5.587928 -7.990000 -0.211221 -0.500142 -0.839788
-2.058337 -5.636242 -7.990000 -0.211221 -0.500142 -0.839788
-0.904538 -5.911175 -7.990000 -0.081178 -0.546250 -0.833679
-0.626899 -5.952436 -7.990000 -0.081178 -0.546250 -0.833679
-0.756743 -6.214664 -7.790000 0.000000 -0.639354 -0.768912
0.756743 -6.214664 -7.790000 0.080541 -0.680461 -0.728345
0.857955 -6.202685 -7.790000 0.161444 -0.630461 -0.759246
2.051287 -5.897105 -7.790000 0.161444 -0.630461 -0.759246
2.255604 -5.827586 -7.790000 0.293108 -0.581154 -0.759176
3.434017 -5.233246 -7.790000 0.293108 -0.581154 -0.759176
3.498529 -5.194706 -7.790000 0.420208 -0.522219 -0.742100
3.674861 -5.052819 -7.790000 0.395175 -0.448483 -0.801686
4.476495 -4.346469 -7.790000 0.395175 -0.448483 -0.801686
4.814485 -3.942076 -7.790000 0.526342 -0.382234 -0.759514
5.298964 -3.274940 -7.790000 0.569358 -0.313422 -0.759999
5.636670 -2.661468 -7.790000 0.569358 -0.313422 -0.759999
5.849697 -2.169567 -7.790000 0.538762 -0.233320 -0.809504
6.194900 -0.898565 -7.790000 0.639868 -0.158952 -0.751866
6.213796 -0.822495 -7.790000 0.685852 -0.080531 -0.723272
6.216581 -0.798776 -7.790000 0.647218 0.000000 -0.762305
6.216581 0.798776 -7.790000 0.647218 0.000000 -0.762305
6.213796 0.822495 -7.790000 0.685852 0.080531 -0.723272
6.194900 0.898565 -7.790000 0.639868 0.158952 -0.751866
5.849697 2.169567 -7.790000 0.538762 0.233320 -0.809504
5.636670 2.661468 -7.790000 0.569358 0.313422 -0.759999
5.298964 3.274940 -7.790000 0.526342 0.382234 -0.759514
4.814485 3.942076 -7.790000 0.457622 0.382479 -0.802678
4.476495 4.346469 -7.790000 0.457622 0.382479 -0.802678
3.674861 5.052819 -7.790000 0.395175 0.448483 -0.801686
3.498529 5.194706 -7.790000 0.349826 0.585563 -0.731257
3.434017 5.233246 -7.790000 0.293108 0.581154 -0.759176
2.255604 5.827586 -7.790000 0.293108 0.581154 -0.759176
2.051287 5.897105 -7.790000 0.161444 0.630461 -0.759246
0.857955 6.202685 -7.790000 0.161444 0.630461 -0.759246
0.756743 6.214664 -7.790000 0.080541 0.680461 -0.728345
-0.756743 6.214664 -7.790000 0.000000 0.639354 -0.768912
-0.857955 6.202685 -7.790000 -0.080541 0.680461 -0.728345
-2.051287 5.897105 -7.790000 -0.217328 0.638727 -0.738104
-2.255604 5.827586 -7.790000 -0.293108 0.581154 -0.759176
-3.434017 5.233246 -7.790000 -0.293108 0.581154 -0.759176
-3.498529 5.194706 -7.790000 -0.349826 0.585563 -0.731257
-3.674861 5.052819 -7.790000 -0.395175 0.448483 -0.801686
-4.476495 4.346469 -7.790000 -0.395175 0.448483 -0.801686
-4.814485 3.942076 -7.790000 -0.457622 0.382479 -0.802678
-5.298964 3.274940 -7.790000 -0.526342 0.382234 -0.759514
-5.636670 2.661468 -7.790000 -0.569358 0.313422 -0.759999
-5.849697 2.169567 -7.790000 -0.589579 0.160129 -0.791679
-6.194900 0.898565 -7.790000 -0.639868 0.158952 -0.751866
-6.213796 0.822495 -7.790000 -0.685852 0.080531 -0.723272
-6.216581 0.798776 -7.790000 -0.685852 0.080531 -0.723272
-6.216581 -0.798776 -7.790000 -0.647218 -0.000000 -0.762305
-6.213796 -0.822495 -7.790000 -0.685852 -0.080531 -0.723272
-6.194900 -0.898565 -7.790000 -0.589579 -0.160129 -0.791679
-5.849697 -2.169567 -7.790000 -0.538762 -0.233320 -0.809504
-5.636670 -2.661468 -7.790000 -0.538762 -0.233320 -0.809504
-5.298964 -3.274940 -7.790000 -0.569358 -0.313422 -0.759999
-4.814485 -3.942076 -7.790000 -0.457622 -0.382479 -0.802678
-4.476495 -4.346469 -7.790000 -0.457622 -0.382479 -0.802678
-3.674861 -5.052819 -7.790000 -0.395175 -0.448483 -0.801686
-3.498529 -5.194706 -7.790000 -0.420208 -0.522219 -0.742100
-3.434017 -5.233246 -7.790000 -0.293108 -0.581154 -0.759176
-2.255604 -5.827586 -7.790000 -0.293108 -0.581154 -0.759176
-2.051287 -5.897105 -7.790000 -0.161444 -0.630461 -0.759246
-0.857955 -6.202685 -7.790000 -0.080541 -0.680461 -0.728345
-0.756743 -6.214664 -7.790000 0.000000 -0.639354 -0.768912
-0.533245 -6.455192 -7.590000 0.000000 -0.639354 -0.768912
0.533245 -6.455192 -7.590000 0.080541 -0.680461 -0.728345
1.052427 -6.393740 -7.590000 0.161444 -0.630461 -0.759246
1.935616 -6.167580 -7.590000 0.161444 -0.630461 -0.759246
2.439315 -5.996195 -7.590000 0.293108 -0.581154 -0.759176
3.310410 -5.556853 -7.590000 0.293108 -0.581154 -0.759176
3.664751 -5.345164 -7.590000 0.349826 -0.585563 -0.731257
4.633283 -4.565827 -7.590000 0.395175 -0.448483 -0.801686
4.673796 -4.530129 -7.590000 0.395175 -0.448483 -0.801686
4.690878 -4.509692 -7.590000 0.457622 -0.382479 -0.802678
5.498161 -3.398051 -7.590000 0.526342 -0.382234 -0.759514
6.060877 -2.375829 -7.590000 0.538762 -0.233320 -0.809504
6.064517 -2.367424 -7.590000 0.538762 -0.233320 -0.809504
6.070416 -2.345705 -7.590000 0.639868 -0.158952 -0.751866
6.403112 -1.006426 -7.590000 0.685852 -0.080531 -0.723272
6.452145 -0.588828 -7.590000 0.647218 0.000000 -0.762305
6.452145 0.588828 -7.590000 0.647218 0.000000 -0.762305
6.403112 1.006426 -7.590000 0.639868 0.158952 -0.751866
6.070416 2.345705 -7.590000 0.639868 0.158952 -0.751866
6.064517 2.367424 -7.590000 0.538762 0.233320 -0.809504
6.060877 2.375829 -7.590000 0.538762 0.233320 -0.809504
5.498161 3.398051 -7.590000 0.526342 0.382234 -0.759514
4.690878 4.509692 -7.590000 0.457622 0.382479 -0.802678
4.673796 4.530129 -7.590000 0.457622 0.382479 -0.802678
4.633283 4.565827 -7.590000 0.395175 0.448483 -0.801686
3.664751 5.345164 -7.590000 0.420208 0.522219 -0.742100
3.310410 5.556853 -7.590000 0.293108 0.581154 -0.759176
2.439315 5.996195 -7.590000 0.293108 0.581154 -0.759176
1.935616 6.167580 -7.590000 0.161444 0.630461 -0.759246
1.052427 6.393740 -7.590000 0.161444 0.630461 -0.759246
0.533245 6.455192 -7.590000 0.080541 0.680461 -0.728345
-0.533245 6.455192 -7.590000 0.000000 0.639354 -0.768912
-1.052427 6.393740 -7.590000 -0.080541 0.680461 -0.728345
-1.935616 6.167580 -7.590000 -0.217328 0.638727 -0.738104
-2.439315 5.996195 -7.590000 -0.293108 0.581154 -0.759176
-3.310410 5.556853 -7.590000 -0.293108 0.581154 -0.759176
-3.664751 5.345164 -7.590000 -0.349826 0.585563 -0.731257
-4.633283 4.565827 -7.590000 -0.395175 0.448483 -0.801686
-4.673796 4.530129 -7.590000 -0.395175 0.448483 -0.801686
-4.690878 4.509692 -7.590000 -0.457622 0.382479 -0.802678
-5.498161 3.398051 -7.590000 -0.526342 0.382234 -0.759514
-6.060877 2.375829 -7.590000 -0.538762 0.233320 -0.809504
-6.064517 2.367424 -7.590000 -0.589579 0.160129 -0.791679
-6.070416 2.345705 -7.590000 -0.589579 0.160129 -0.791679
-6.403112 1.006426 -7.590000 -0.685852 0.080531 -0.723272
-6.452145 0.588828 -7.590000 -0.685852 0.080531 -0.723272
-6.452145 -0.588828 -7.590000 -0.647218 -0.000000 -0.762305
-6.403112 -1.006426 -7.590000 -0.685852 -0.080531 -0.723272
-6.070416 -2.345705 -7.590000 -0.589579 -0.160129 -0.791679
-6.064517 -2.367424 -7.590000 -0.538762 -0.233320 -0.809504
-6.060877 -2.375829 -7.590000 -0.538762 -0.233320 -0.809504
-5.498161 -3.398051 -7.590000 -0.569358 -0.313422 -0.759999
-4.690878 -4.509692 -7.590000 -0.457622 -0.382479 -0.802678
-4.673796 -4.530129 -7.590000 -0.457622 -0.382479 -0.802678
-4.633283 -4.565827 -7.590000 -0.395175 -0.448483 -0.801686
-3.664751 -5.345164 -7.590000 -0.420208 -0.522219 -0.742100
-3.310410 -5.556853 -7.590000 -0.293108 -0.581154 -0.759176
-2.439315 -5.996195 -7.590000 -0.293108 -0.581154 -0.759176
-1.935616 -6.167580 -7.590000 -0.161444 -0.630461 -0.759246
-1.052427 -6.393740 -7.590000 -0.080541 -0.680461 -0.728345
-0.533245 -6.455192 -7.590000 0.000000 -0.639354 -0.768912
-0.309748 -6.695720 -7.390000 0.000000 -0.639354 -0.768912
0.309748 -6.695720 -7.390000 0.080541 -0.680461 -0.728345
1.246899 -6.584796 -7.390000 0.080541 -0.680461 -0.728345
1.819944 -6.438055 -7.390000 0.161444 -0.630461 -0.759246
2.623026 -6.164804 -7.390000 0.293108 -0.581154 -0.759176
3.186804 -5.880460 -7.390000 0.349826 -0.585563 -0.731257
3.830974 -5.495621 -7.390000 0.420208 -0.522219 -0.742100
4.567271 -4.903154 -7.390000 0.488895 -0.521887 -0.699011
4.847240 -4.640884 -7.390000 0.546564 -0.446517 -0.708443
5.180034 -4.233523 -7.390000 0.526342 -0.382234 -0.759514
5.697358 -3.521161 -7.390000 0.526342 -0.382234 -0.759514
6.047952 -2.884276 -7.390000 0.641557 -0.296210 -0.707576
6.236940 -2.474951 -7.390000 0.670528 -0.239219 -0.702258
6.356715 -2.139222 -7.390000 0.639868 -0.158952 -0.751866
6.592427 -1.190357 -7.390000 0.685852 -0.080531 -0.723272
6.687708 -0.378881 -7.390000 0.647218 0.000000 -0.762305
6.687708 0.378881 -7.390000 0.685852 0.080531 -0.723272
6.592427 1.190357 -7.390000 0.639868 0.158952 -0.751866
6.356715 2.139222 -7.390000 0.639868 0.158952 -0.751866
6.236940 2.474951 -7.390000 0.641557 0.296210 -0.707576
6.047952 2.884276 -7.390000 0.641557 0.296210 -0.707576
5.697358 3.521161 -7.390000 0.526342 0.382234 -0.759514
5.180034 4.233523 -7.390000 0.526342 0.382234 -0.759514
4.847240 4.640884 -7.390000 0.546564 0.446517 -0.708443
4.567271 4.903154 -7.390000 0.420208 0.522219 -0.742100
3.830974 5.495621 -7.390000 0.349826 0.585563 -0.731257
3.186804 5.880460 -7.390000 0.349826 0.585563 -0.731257
2.623026 6.164804 -7.390000 0.293108 0.581154 -0.759176
1.819944 6.438055 -7.390000 0.161444 0.630461 -0.759246
1.246899 6.584796 -7.390000 0.161444 0.630461 -0.759246
0.309748 6.695720 -7.390000 0.080541 0.680461 -0.728345
-0.309748 6.695720 -7.390000 0.000000 0.639354 -0.768912
-1.246899 6.584796 -7.390000 -0.080541 0.680461 -0.728345
-1.819944 6.438055 -7.390000 -0.161444 0.630461 -0.759246
-2.623026 6.164804 -7.390000 -0.293108 0.581154 -0.759176
-3.186804 5.880460 -7.390000 -0.349826 0.585563 -0.731257
-3.830974 5.495621 -7.390000 -0.349826 0.585563 -0.731257
-4.567271 4.903154 -7.390000 -0.420208 0.522219 -0.742100
-4.847240 4.640884 -7.390000 -0.488895 0.521887 -0.699011
-5.180034 4.233523 -7.390000 -0.546564 0.446517 -0.708443
-5.697358 3.521161 -7.390000 -0.569358 0.313422 -0.759999
-6.047952 2.884276 -7.390000 -0.569358 0.313422 -0.759999
-6.236940 2.474951 -7.390000 -0.670528 0.239219 -0.702258
-6.356715 2.139222 -7.390000 -0.639868 0.158952 -0.751866
-6.592427 1.190357 -7.390000 -0.685852 0.080531 -0.723272
-6.687708 0.378881 -7.390000 -0.647218 -0.000000 -0.762305
-6.687708 -0.378881 -7.390000 -0.685852 -0.080531 -0.723272
-6.592427 -1.190357 -7.390000 -0.685852 -0.080531 -0.723272
-6.356715 -2.139222 -7.390000 -0.639868 -0.158952 -0.751866
-6.236940 -2.474951 -7.390000 -0.641557 -0.296210 -0.707576
-6.047952 -2.884276 -7.390000 -0.569358 -0.313422 -0.759999
-5.697358 -3.521161 -7.390000 -0.526342 -0.382234 -0.759514
-5.180034 -4.233523 -7.390000 -0.526342 -0.382234 -0.759514
-4.847240 -4.640884 -7.390000 -0.488895 -0.521887 -0.699011
-4.567271 -4.903154 -7.390000 -0.420208 -0.522219 -0.742100
-3.830974 -5.495621 -7.390000 -0.420208 -0.522219 -0.742100
-3.186804 -5.880460 -7.390000 -0.349826 -0.585563 -0.731257
-2.623026 -6.164804 -7.390000 -0.293108 -0.581154 -0.759176
-1.819944 -6.438055 -7.390000 -0.217328 -0.638727 -0.738104
-1.246899 -6.584796 -7.390000 -0.161444 -0.630461 -0.759246
-0.309748 -6.695720 -7.390000 0.000000 -0.639354 -0.768912
-0.086251 -6.936247 -7.190000 -0.080541 -0.680461 -0.728345
0.086251 -6.936247 -7.190000 0.080541 -0.680461 -0.728345
1.441371 -6.775851 -7.190000 0.161444 -0.630461 -0.759246
1.704273 -6.708529 -7.190000 0.217328 -0.638727 -0.738104
2.806738 -6.333413 -7.190000 0.293108 -0.581154 -0.759176
3.063197 -6.204066 -7.190000 0.293108 -0.581154 -0.759176
3.997196 -5.646079 -7.190000 0.349826 -0.585563 -0.731257
4.443664 -5.286825 -7.190000 0.420208 -0.522219 -0.742100
5.019342 -4.747540 -7.190000 0.546564 -0.446517 -0.708443
5.703641 -3.909917 -7.190000 0.526342 -0.382234 -0.759514
5.896555 -3.644271 -7.190000 0.569358 -0.313422 -0.759999
6.027294 -3.406772 -7.190000 0.641557 -0.296210 -0.707576
6.408612 -2.580881 -7.190000 0.641557 -0.296210 -0.707576
6.650283 -1.903482 -7.190000 0.639868 -0.158952 -0.751866
6.781742 -1.374288 -7.190000 0.685852 -0.080531 -0.723272
6.923272 -0.168934 -7.190000 0.647218 0.000000 -0.762305
6.923272 0.168934 -7.190000 0.685852 0.080531 -0.723272
6.781742 1.374288 -7.190000 0.639868 0.158952 -0.751866
6.650283 1.903482 -7.190000 0.639868 0.158952 -0.751866
6.408612 2.580881 -7.190000 0.641557 0.296210 -0.707576
6.027294 3.406772 -7.190000 0.641557 0.296210 -0.707576
5.896555 3.644271 -7.190000 0.526342 0.382234 -0.759514
5.703641 3.909917 -7.190000 0.546564 0.446517 -0.708443
5.019342 4.747540 -7.190000 0.546564 0.446517 -0.708443
4.443664 5.286825 -7.190000 0.420208 0.522219 -0.742100
3.997196 5.646079 -7.190000 0.420208 0.522219 -0.742100
3.063197 6.204066 -7.190000 0.293108 0.581154 -0.759176
2.806738 6.333413 -7.190000 0.293108 0.581154 -0.759176
1.704273 6.708529 -7.190000 0.217328 0.638727 -0.738104
1.441371 6.775851 -7.190000 0.161444 0.630461 -0.759246
0.086251 6.936247 -7.190000 0.080541 0.680461 -0.728345
-0.086251 6.936247 -7.190000 -0.080541 0.680461 -0.728345
-1.441371 6.775851 -7.190000 -0.161444 0.630461 -0.759246
-1.704273 6.708529 -7.190000 -0.161444 0.630461 -0.759246
-2.806738 6.333413 -7.190000 -0.293108 0.581154 -0.759176
-3.063197 6.204066 -7.190000 -0.293108 0.581154 -0.759176
-3.997196 5.646079 -7.190000 -0.420208 0.522219 -0.742100
-4.443664 5.286825 -7.190000 -0.420208 0.522219 -0.742100
-5.019342 4.747540 -7.190000 -0.488895 0.521887 -0.699011
-5.703641 3.909917 -7.190000 -0.526342 0.382234 -0.759514
-5.896555 3.644271 -7.190000 -0.569358 0.313422 -0.759999
-6.027294 3.406772 -7.190000 -0.569358 0.313422 -0.759999
-6.408612 2.580881 -7.190000 -0.641557 0.296210 -0.707576
-6.650283 1.903482 -7.190000 -0.670528 0.239219 -0.702258
-6.781742 1.374288 -7.190000 -0.685852 0.080531 -0.723272
-6.923272 0.168934 -7.190000 -0.647218 -0.000000 -0.762305
-6.923272 -0.168934 -7.190000 -0.685852 -0.080531 -0.723272
-6.781742 -1.374288 -7.190000 -0.639868 -0.158952 -0.751866
-6.650283 -1.903482 -7.190000 -0.639868 -0.158952 -0.751866
-6.408612 -2.580881 -7.190000 -0.641557 -0.296210 -0.707576
-6.027294 -3.406772 -7.190000 -0.569358 -0.313422 -0.759999
-5.896555 -3.644271 -7.190000 -0.526342 -0.382234 -0.759514
-5.703641 -3.909917 -7.190000 -0.526342 -0.382234 -0.759514
-5.019342 -4.747540 -7.190000 -0.488895 -0.521887 -0.699011
-4.443664 -5.286825 -7.190000 -0.420208 -0.522219 -0.742100
-3.997196 -5.646079 -7.190000 -0.349826 -0.585563 -0.731257
-3.063197 -6.204066 -7.190000 -0.293108 -0.581154 -0.759176
-2.806738 -6.333413 -7.190000 -0.293108 -0.581154 -0.759176
-1.704273 -6.708529 -7.190000 -0.217328 -0.638727 -0.738104
-1.441371 -6.775851 -7.190000 -0.161444 -0.630461 -0.759246
-0.086251 -6.936247 -7.190000 -0.080541 -0.680461 -0.728345
-0.109462 -7.133346 -6.990000 0.000000 -0.762305 -0.647218
0.109462 -7.133346 -6.990000 0.080531 -0.723272 -0.685852
1.576622 -6.969988 -6.990000 0.080531 -0.723272 -0.685852
1.630684 -6.958559 -6.990000 0.158952 -0.751866 -0.639868
2.939623 -6.512679 -6.990000 0.239219 -0.702258 -0.670528
2.984915 -6.493718 -6.990000 0.371743 -0.649101 -0.663683
3.263208 -6.334338 -6.990000 0.349826 -0.585563 -0.731257
4.163419 -5.796537 -6.990000 0.349826 -0.585563 -0.731257
4.320058 -5.670496 -6.990000 0.420208 -0.522219 -0.742100
5.191444 -4.854197 -6.990000 0.546564 -0.446517 -0.708443
5.965124 -3.907165 -6.990000 0.620644 -0.440461 -0.648687
6.073907 -3.753881 -6.990000 0.663683 -0.371743 -0.649101
6.151911 -3.614618 -6.990000 0.641557 -0.296210 -0.707576
6.580285 -2.686810 -6.990000 0.641557 -0.296210 -0.707576
6.943850 -1.667743 -6.990000 0.670528 -0.239219 -0.702258
6.971058 -1.558219 -6.990000 0.685852 -0.080531 -0.723272
7.073281 -0.687615 -6.990000 0.685852 -0.080531 -0.723272
7.145305 -0.036304 -6.990000 0.768912 0.000000 -0.639354
7.145305 0.036304 -6.990000 0.728345 0.080541 -0.680461
7.073281 0.687615 -6.990000 0.728345 0.080541 -0.680461
6.971058 1.558219 -6.990000 0.639868 0.158952 -0.751866
6.943850 1.667743 -6.990000 0.670528 0.239219 -0.702258
6.580285 2.686810 -6.990000 0.641557 0.296210 -0.707576
6.151911 3.614618 -6.990000 0.641557 0.296210 -0.707576
6.073907 3.753881 -6.990000 0.663683 0.371743 -0.649101
5.965124 3.907165 -6.990000 0.546564 0.446517 -0.708443
5.191444 4.854197 -6.990000 0.546564 0.446517 -0.708443
4.320058 5.670496 -6.990000 0.420208 0.522219 -0.742100
4.163419 5.796537 -6.990000 0.420208 0.522219 -0.742100
3.263208 6.334338 -6.990000 0.349826 0.585563 -0.731257
2.984915 6.493718 -6.990000 0.371743 0.649101 -0.663683
2.939623 6.512679 -6.990000 0.239219 0.702258 -0.670528
1.630684 6.958559 -6.990000 0.158952 0.751866 -0.639868
1.576622 6.969988 -6.990000 0.080531 0.723272 -0.685852
0.109462 7.133346 -6.990000 0.080531 0.723272 -0.685852
-0.109462 7.133346 -6.990000 -0.080531 0.723272 -0.685852
-1.576622 6.969988 -6.990000 -0.080531 0.723272 -0.685852
-1.630684 6.958559 -6.990000 -0.158952 0.751866 -0.639868
-2.939623 6.512679 -6.990000 -0.239219 0.702258 -0.670528
-2.984915 6.493718 -6.990000 -0.296210 0.707576 -0.641557
-3.263208 6.334338 -6.990000 -0.349826 0.585563 -0.731257
-4.163419 5.796537 -6.990000 -0.420208 0.522219 -0.742100
-4.320058 5.670496 -6.990000 -0.420208 0.522219 -0.742100
-5.191444 4.854197 -6.990000 -0.488895 0.521887 -0.699011
-5.965124 3.907165 -6.990000 -0.546564 0.446517 -0.708443
-6.073907 3.753881 -6.990000 -0.620644 0.440461 -0.648687
-6.151911 3.614618 -6.990000 -0.641557 0.296210 -0.707576
-6.580285 2.686810 -6.990000 -0.670528 0.239219 -0.702258
-6.943850 1.667743 -6.990000 -0.670528 0.239219 -0.702258
-6.971058 1.558219 -6.990000 -0.685852 0.080531 -0.723272
-7.073281 0.687615 -6.990000 -0.685852 0.080531 -0.723272
-7.145305 0.036304 -6.990000 -0.728345 0.080541 -0.680461
-7.145305 -0.036304 -6.990000 -0.728345 -0.080541 -0.680461
-7.073281 -0.687615 -6.990000 -0.685852 -0.080531 -0.723272
-6.971058 -1.558219 -6.990000 -0.639868 -0.158952 -0.751866
-6.943850 -1.667743 -6.990000 -0.670528 -0.239219 -0.702258
-6.580285 -2.686810 -6.990000 -0.641557 -0.296210 -0.707576
-6.151911 -3.614618 -6.990000 -0.641557 -0.296210 -0.707576
-6.073907 -3.753881 -6.990000 -0.663683 -0.371743 -0.649101
-5.965124 -3.907165 -6.990000 -0.546564 -0.446517 -0.708443
-5.191444 -4.854197 -6.990000 -0.488895 -0.521887 -0.699011
-4.320058 -5.670496 -6.990000 -0.420208 -0.522219 -0.742100
-4.163419 -5.796537 -6.990000 -0.349826 -0.585563 -0.731257
-3.263208 -6.334338 -6.990000 -0.349826 -0.585563 -0.731257
-2.984915 -6.493718 -6.990000 -0.296210 -0.707576 -0.641557
-2.939623 -6.512679 -6.990000 -0.239219 -0.702258 -0.670528
-1.630684 -6.958559 -6.990000 -0.158952 -0.751866 -0.639868
-1.576622 -6.969988 -6.990000 -0.080531 -0.723272 -0.685852
-0.109462 -7.133346 -6.990000 0.000000 -0.762305 -0.647218
-0.287713 -7.303151 -6.790000 0.000000 -0.762305 -0.647218
0.287713 -7.303151 -6.790000 0.080531 -0.723272 -0.685852
1.382311 -7.181276 -6.790000 0.080531 -0.723272 -0.685852
1.791287 -7.094814 -6.790000 0.158952 -0.751866 -0.639868
2.816214 -6.745680 -6.790000 0.239219 -0.702258 -0.670528
3.135186 -6.612150 -6.790000 0.371743 -0.649101 -0.663683
4.196451 -6.004358 -6.790000 0.371743 -0.649101 -0.663683
4.318550 -5.921452 -6.790000 0.440461 -0.648687 -0.620644
4.560101 -5.713506 -6.790000 0.488895 -0.521887 -0.699011
5.363546 -4.960853 -6.790000 0.488895 -0.521887 -0.699011
5.842053 -4.375131 -6.790000 0.620644 -0.440461 -0.648687
6.219212 -3.843685 -6.790000 0.663683 -0.371743 -0.649101
6.489659 -3.360850 -6.790000 0.641557 -0.296210 -0.707576
6.751958 -2.792740 -6.790000 0.641557 -0.296210 -0.707576
7.021304 -2.037766 -6.790000 0.670528 -0.239219 -0.702258
7.129757 -1.669431 -6.790000 0.738104 -0.217328 -0.638727
7.175189 -1.455773 -6.790000 0.728345 -0.080541 -0.680461
7.311606 -0.222143 -6.790000 0.768912 0.000000 -0.639354
7.311606 0.222143 -6.790000 0.728345 0.080541 -0.680461
7.175189 1.455773 -6.790000 0.759246 0.161444 -0.630461
7.129757 1.669431 -6.790000 0.738104 0.217328 -0.638727
7.021304 2.037766 -6.790000 0.670528 0.239219 -0.702258
6.751958 2.792740 -6.790000 0.641557 0.296210 -0.707576
6.489659 3.360850 -6.790000 0.641557 0.296210 -0.707576
6.219212 3.843685 -6.790000 0.663683 0.371743 -0.649101
5.842053 4.375131 -6.790000 0.620644 0.440461 -0.648687
5.363546 4.960853 -6.790000 0.488895 0.521887 -0.699011
4.560101 5.713506 -6.790000 0.488895 0.521887 -0.699011
4.318550 5.921452 -6.790000 0.503751 0.585159 -0.635472
4.196451 6.004358 -6.790000 0.371743 0.649101 -0.663683
3.135186 6.612150 -6.790000 0.371743 0.649101 -0.663683
2.816214 6.745680 -6.790000 0.239219 0.702258 -0.670528
1.791287 7.094814 -6.790000 0.239219 0.702258 -0.670528
1.382311 7.181276 -6.790000 0.080531 0.723272 -0.685852
0.287713 7.303151 -6.790000 0.080531 0.723272 -0.685852
-0.287713 7.303151 -6.790000 -0.080531 0.723272 -0.685852
-1.382311 7.181276 -6.790000 -0.080531 0.723272 -0.685852
-1.791287 7.094814 -6.790000 -0.158952 0.751866 -0.639868
-2.816214 6.745680 -6.790000 -0.239219 0.702258 -0.670528
-3.135186 6.612150 -6.790000 -0.296210 0.707576 -0.641557
-4.196451 6.004358 -6.790000 -0.440461 0.648687 -0.620644
