X Y Z U V W
8.480398 5.241175 -0.390000 0.872474 0.482336 -0.078367
8.167914 5.711557 -0.390000 0.801768 0.597636 -0.000000
7.802044 6.202396 -0.390000 0.762305 0.647218 0.000000
7.400592 6.675233 -0.390000 0.723272 0.685852 -0.080531
7.006911 7.090393 -0.390000 0.723272 0.685852 -0.080531
6.609353 7.461815 -0.390000 0.639354 0.768912 -0.000000
6.156420 7.838430 -0.390000 0.639354 0.768912 -0.000000
5.689755 8.185183 -0.390000 0.596421 0.802672 0.000000
5.134576 8.548951 -0.390000 0.465071 0.883850 -0.050171
4.274587 9.001468 -0.390000 0.424492 0.901705 -0.082070
3.899876 9.177869 -0.390000 0.338698 0.939566 -0.050000
2.984347 9.507902 -0.390000 0.338698 0.939566 -0.050000
2.576570 9.632466 -0.390000 0.291097 0.952950 -0.084545
1.620833 9.833767 -0.390000 0.205849 0.977326 -0.049608
1.216250 9.896327 -0.390000 0.152272 0.984754 -0.084103
0.241033 9.963917 -0.390000 0.000000 0.995747 -0.092126
-0.241033 9.963917 -0.390000 -0.069057 0.996384 -0.049505
-1.216250 9.896327 -0.390000 -0.152272 0.984754 -0.084103
-1.620833 9.833767 -0.390000 -0.205849 0.977326 -0.049608
-2.576570 9.632466 -0.390000 -0.291097 0.952950 -0.084545
-2.984347 9.507902 -0.390000 -0.338698 0.939566 -0.050000
-3.899876 9.177869 -0.390000 -0.424492 0.901705 -0.082070
-4.274587 9.001468 -0.390000 -0.424492 0.901705 -0.082070
-5.134576 8.548951 -0.390000 -0.546250 0.833679 -0.081178
-5.689755 8.185183 -0.390000 -0.596421 0.802672 0.000000
-6.156420 7.838430 -0.390000 -0.639354 0.768912 0.000000
-6.609353 7.461815 -0.390000 -0.639354 0.768912 0.000000
-7.006911 7.090393 -0.390000 -0.723272 0.685852 -0.080531
-7.400592 6.675233 -0.390000 -0.762305 0.647218 0.000000
-7.802044 6.202396 -0.390000 -0.801768 0.597636 0.000000
-8.167914 5.711557 -0.390000 -0.801768 0.597636 0.000000
-8.480398 5.241175 -0.390000 -0.872474 0.482336 -0.078367
-8.801798 4.659811 -0.390000 -0.896494 0.443056 0.000000
-9.129825 3.996071 -0.390000 -0.934172 0.356822 0.000000
-9.397579 3.295080 -0.390000 -0.946807 0.311335 -0.081408
-9.607874 2.655551 -0.390000 -0.946807 0.311335 -0.081408
-9.751603 2.031769 -0.390000 -0.984405 0.175916 0.000000
-9.876884 1.330711 -0.390000 -0.984405 0.175916 0.000000
-9.941617 0.631033 -0.390000 -0.996384 0.049505 -0.069057
-9.972970 0.000000 -0.390000 -0.996384 0.049505 -0.069057
-9.941617 -0.631033 -0.390000 -0.995747 -0.092126 0.000000
-9.876884 -1.330711 -0.390000 -0.984405 -0.175916 0.000000
-9.751603 -2.031769 -0.390000 -0.971231 -0.223786 -0.081426
-9.607874 -2.655551 -0.390000 -0.971231 -0.223786 -0.081426
-9.397579 -3.295080 -0.390000 -0.934172 -0.356822 0.000000
-9.129825 -3.996071 -0.390000 -0.896494 -0.443056 0.000000
-8.801798 -4.659811 -0.390000 -0.872474 -0.482336 -0.078367
-8.480398 -5.241175 -0.390000 -0.872474 -0.482336 -0.078367
-8.167914 -5.711557 -0.390000 -0.801768 -0.597636 0.000000
-7.802044 -6.202396 -0.390000 -0.762305 -0.647218 0.000000
-7.400592 -6.675233 -0.390000 -0.723272 -0.685852 -0.080531
-7.006911 -7.090393 -0.390000 -0.723272 -0.685852 -0.080531
-6.609353 -7.461815 -0.390000 -0.639354 -0.768912 0.000000
-6.156420 -7.838430 -0.390000 -0.596421 -0.802672 -0.000000
-5.689755 -8.185183 -0.390000 -0.546250 -0.833679 -0.081178
-5.134576 -8.548951 -0.390000 -0.465071 -0.883850 -0.050171
-4.274587 -9.001468 -0.390000 -0.424492 -0.901705 -0.082070
-3.899876 -9.177869 -0.390000 -0.338698 -0.939566 -0.050000
-2.984347 -9.507902 -0.390000 -0.291097 -0.952950 -0.084545
-2.576570 -9.632466 -0.390000 -0.205849 -0.977326 -0.049608
-1.620833 -9.833767 -0.390000 -0.152272 -0.984754 -0.084103
-1.216250 -9.896327 -0.390000 -0.152272 -0.984754 -0.084103
-0.241033 -9.963917 -0.390000 0.000000 -0.995747 -0.092126
-0.117426 -9.982421 -0.190000 0.000000 -0.995747 -0.092126
0.117426 -9.982421 -0.190000 0.000000 -0.995747 -0.092126
1.299980 -9.900461 -0.190000 0.152272 -0.984754 -0.084103
1.497084 -9.869983 -0.190000 0.152272 -0.984754 -0.084103
2.656619 -9.625757 -0.190000 0.205849 -0.977326 -0.049608
2.855280 -9.565072 -0.190000 0.291097 -0.952950 -0.084545
3.968429 -9.163800 -0.190000 0.424492 -0.901705 -0.082070
4.150980 -9.077861 -0.190000 0.424492 -0.901705 -0.082070
5.197517 -8.527186 -0.190000 0.465071 -0.883850 -0.050171
5.467989 -8.349965 -0.190000 0.546250 -0.833679 -0.081178
6.156420 -7.838430 -0.190000 0.639354 -0.768912 0.000000
6.824593 -7.282842 -0.190000 0.639354 -0.768912 0.000000
7.018275 -7.101893 -0.190000 0.723272 -0.685852 -0.080531
7.210068 -6.899635 -0.190000 0.723272 -0.685852 -0.080531
7.802044 -6.202396 -0.190000 0.762305 -0.647218 0.000000
8.341552 -5.478610 -0.190000 0.830386 -0.551642 -0.078417
8.493788 -5.249450 -0.190000 0.830386 -0.551642 -0.078417
8.650367 -4.966221 -0.190000 0.896494 -0.443056 0.000000
9.129825 -3.996071 -0.190000 0.896494 -0.443056 0.000000
9.521186 -2.971473 -0.190000 0.934172 -0.356822 0.000000
9.623637 -2.659908 -0.190000 0.971231 -0.223786 -0.081426
9.693659 -2.356014 -0.190000 0.984405 -0.175916 0.000000
9.876884 -1.330711 -0.190000 0.984405 -0.175916 0.000000
9.971557 -0.307426 -0.190000 0.995747 -0.092126 0.000000
9.986832 0.000000 -0.190000 0.996384 -0.049505 -0.069057
9.971557 0.307426 -0.190000 0.995747 0.092126 -0.000000
9.876884 1.330711 -0.190000 0.984405 0.175916 0.000000
9.693659 2.356014 -0.190000 0.971231 0.223786 -0.081426
9.623637 2.659908 -0.190000 0.971231 0.223786 -0.081426
9.521186 2.971473 -0.190000 0.934172 0.356822 -0.000000
9.129825 3.996071 -0.190000 0.896494 0.443056 0.000000
8.650367 4.966221 -0.190000 0.872474 0.482336 -0.078367
8.493788 5.249450 -0.190000 0.830386 0.551642 -0.078417
8.341552 5.478610 -0.190000 0.830386 0.551642 -0.078417
7.802044 6.202396 -0.190000 0.762305 0.647218 0.000000
7.210068 6.899635 -0.190000 0.723272 0.685852 -0.080531
7.018275 7.101893 -0.190000 0.723272 0.685852 -0.080531
6.824593 7.282842 -0.190000 0.680461 0.728345 -0.080541
6.156420 7.838430 -0.190000 0.596421 0.802672 0.000000
5.467989 8.349965 -0.190000 0.546250 0.833679 -0.081178
5.197517 8.527186 -0.190000 0.465071 0.883850 -0.050171
4.150980 9.077861 -0.190000 0.424492 0.901705 -0.082070
3.968429 9.163800 -0.190000 0.424492 0.901705 -0.082070
2.855280 9.565072 -0.190000 0.338698 0.939566 -0.050000
2.656619 9.625757 -0.190000 0.205849 0.977326 -0.049608
1.497084 9.869983 -0.190000 0.205849 0.977326 -0.049608
1.299980 9.900461 -0.190000 0.152272 0.984754 -0.084103
0.117426 9.982421 -0.190000 0.000000 0.995747 -0.092126
-0.117426 9.982421 -0.190000 -0.069057 0.996384 -0.049505
-1.299980 9.900461 -0.190000 -0.069057 0.996384 -0.049505
-1.497084 9.869983 -0.190000 -0.205849 0.977326 -0.049608
-2.656619 9.625757 -0.190000 -0.205849 0.977326 -0.049608
-2.855280 9.565072 -0.190000 -0.338698 0.939566 -0.050000
-3.968429 9.163800 -0.190000 -0.424492 0.901705 -0.082070
-4.150980 9.077861 -0.190000 -0.424492 0.901705 -0.082070
-5.197517 8.527186 -0.190000 -0.465071 0.883850 -0.050171
-5.467989 8.349965 -0.190000 -0.596421 0.802672 0.000000
-6.156420 7.838430 -0.190000 -0.639354 0.768912 0.000000
-6.824593 7.282842 -0.190000 -0.639354 0.768912 0.000000
-7.018275 7.101893 -0.190000 -0.723272 0.685852 -0.080531
-7.210068 6.899635 -0.190000 -0.723272 0.685852 -0.080531
-7.802044 6.202396 -0.190000 -0.801768 0.597636 0.000000
-8.341552 5.478610 -0.190000 -0.801768 0.597636 0.000000
-8.493788 5.249450 -0.190000 -0.872474 0.482336 -0.078367
-8.650367 4.966221 -0.190000 -0.896494 0.443056 0.000000
-9.129825 3.996071 -0.190000 -0.934172 0.356822 0.000000
-9.521186 2.971473 -0.190000 -0.946807 0.311335 -0.081408
-9.623637 2.659908 -0.190000 -0.946807 0.311335 -0.081408
-9.693659 2.356014 -0.190000 -0.984405 0.175916 0.000000
-9.876884 1.330711 -0.190000 -0.984405 0.175916 0.000000
-9.971557 0.307426 -0.190000 -0.996384 0.049505 -0.069057
-9.986832 0.000000 -0.190000 -0.996384 0.049505 -0.069057
-9.971557 -0.307426 -0.190000 -0.996384 -0.049505 -0.069057
-9.876884 -1.330711 -0.190000 -0.984405 -0.175916 0.000000
-9.693659 -2.356014 -0.190000 -0.971231 -0.223786 -0.081426
-9.623637 -2.659908 -0.190000 -0.971231 -0.223786 -0.081426
-9.521186 -2.971473 -0.190000 -0.934172 -0.356822 0.000000
-9.129825 -3.996071 -0.190000 -0.896494 -0.443056 0.000000
-8.650367 -4.966221 -0.190000 -0.872474 -0.482336 -0.078367
-8.493788 -5.249450 -0.190000 -0.830386 -0.551642 -0.078417
-8.341552 -5.478610 -0.190000 -0.830386 -0.551642 -0.078417
-7.802044 -6.202396 -0.190000 -0.762305 -0.647218 0.000000
-7.210068 -6.899635 -0.190000 -0.723272 -0.685852 -0.080531
-7.018275 -7.101893 -0.190000 -0.723272 -0.685852 -0.080531
-6.824593 -7.282842 -0.190000 -0.680461 -0.728345 -0.080541
-6.156420 -7.838430 -0.190000 -0.596421 -0.802672 -0.000000
-5.467989 -8.349965 -0.190000 -0.546250 -0.833679 -0.081178
-5.197517 -8.527186 -0.190000 -0.465071 -0.883850 -0.050171
-4.150980 -9.077861 -0.190000 -0.424492 -0.901705 -0.082070
-3.968429 -9.163800 -0.190000 -0.338698 -0.939566 -0.050000
-2.855280 -9.565072 -0.190000 -0.291097 -0.952950 -0.084545
-2.656619 -9.625757 -0.190000 -0.205849 -0.977326 -0.049608
-1.497084 -9.869983 -0.190000 -0.152272 -0.984754 -0.084103
-1.299980 -9.900461 -0.190000 -0.152272 -0.984754 -0.084103
-0.117426 -9.982421 -0.190000 0.000000 -0.995747 -0.092126
-0.006180 -9.999075 0.010000 0.000000 -0.995747 0.092126
0.006180 -9.999075 0.010000 0.069057 -0.996384 0.049505
1.375336 -9.904182 0.010000 0.152272 -0.984754 0.084103
1.385710 -9.902578 0.010000 0.152272 -0.984754 0.084103
2.728663 -9.619719 0.010000 0.205849 -0.977326 0.049608
2.739119 -9.616525 0.010000 0.338698 -0.939566 0.050000
4.030126 -9.151138 0.010000 0.424492 -0.901705 0.082070
4.039734 -9.146615 0.010000 0.465071 -0.883850 0.050171
5.254164 -8.507596 0.010000 0.465071 -0.883850 0.050171
5.268400 -8.498269 0.010000 0.596421 -0.802672 0.000000
6.156420 -7.838430 0.010000 0.639354 -0.768912 0.000000
7.018308 -7.121766 0.010000 0.639354 -0.768912 0.000000
7.028502 -7.112242 0.010000 0.680461 -0.728345 0.080541
7.038597 -7.101597 0.010000 0.762305 -0.647218 0.000000
7.802044 -6.202396 0.010000 0.762305 -0.647218 0.000000
8.497826 -5.268959 0.010000 0.801768 -0.597636 0.000000
8.505838 -5.256898 0.010000 0.872474 -0.482336 0.078367
8.514079 -5.241991 0.010000 0.896494 -0.443056 0.000000
9.129825 -3.996071 0.010000 0.934172 -0.356822 0.000000
9.632432 -2.680227 0.010000 0.946807 -0.311335 0.081408
9.637825 -2.663829 0.010000 0.946807 -0.311335 0.081408
9.641510 -2.647835 0.010000 0.971231 -0.223786 0.081426
9.876884 -1.330711 0.010000 0.984405 -0.175916 0.000000
9.998503 -0.016180 0.010000 0.995747 -0.092126 0.000000
9.999307 0.000000 0.010000 0.996384 -0.049505 0.069057
9.998503 0.016180 0.010000 0.995747 0.092126 -0.000000
9.876884 1.330711 0.010000 0.984405 0.175916 0.000000
9.641510 2.647835 0.010000 0.984405 0.175916 0.000000
9.637825 2.663829 0.010000 0.946807 0.311335 0.081408
9.632432 2.680227 0.010000 0.946807 0.311335 0.081408
9.129825 3.996071 0.010000 0.896494 0.443056 0.000000
8.514079 5.241991 0.010000 0.872474 0.482336 0.078367
8.505838 5.256898 0.010000 0.872474 0.482336 0.078367
8.497826 5.268959 0.010000 0.801768 0.597636 -0.000000
7.802044 6.202396 0.010000 0.762305 0.647218 0.000000
7.038597 7.101597 0.010000 0.723272 0.685852 0.080531
7.028502 7.112242 0.010000 0.680461 0.728345 0.080541
7.018308 7.121766 0.010000 0.680461 0.728345 0.080541
6.156420 7.838430 0.010000 0.639354 0.768912 -0.000000
5.268400 8.498269 0.010000 0.596421 0.802672 0.000000
5.254164 8.507596 0.010000 0.546250 0.833679 0.081178
4.039734 9.146615 0.010000 0.424492 0.901705 0.082070
4.030126 9.151138 0.010000 0.424492 0.901705 0.082070
2.739119 9.616525 0.010000 0.291097 0.952950 0.084545
2.728663 9.619719 0.010000 0.291097 0.952950 0.084545
1.385710 9.902578 0.010000 0.205849 0.977326 0.049608
1.375336 9.904182 0.010000 0.152272 0.984754 0.084103
0.006180 9.999075 0.010000 -0.000000 0.995747 0.092126
-0.006180 9.999075 0.010000 -0.000000 0.995747 0.092126
-1.375336 9.904182 0.010000 -0.152272 0.984754 0.084103
-1.385710 9.902578 0.010000 -0.205849 0.977326 0.049608
-2.728663 9.619719 0.010000 -0.205849 0.977326 0.049608
-2.739119 9.616525 0.010000 -0.338698 0.939566 0.050000
-4.030126 9.151138 0.010000 -0.424492 0.901705 0.082070
-4.039734 9.146615 0.010000 -0.424492 0.901705 0.082070
-5.254164 8.507596 0.010000 -0.546250 0.833679 0.081178
-5.268400 8.498269 0.010000 -0.596421 0.802672 0.000000
-6.156420 7.838430 0.010000 -0.639354 0.768912 0.000000
-7.018308 7.121766 0.010000 -0.639354 0.768912 0.000000
-7.028502 7.112242 0.010000 -0.680461 0.728345 0.080541
-7.038597 7.101597 0.010000 -0.762305 0.647218 0.000000
-7.802044 6.202396 0.010000 -0.801768 0.597636 0.000000
-8.497826 5.268959 0.010000 -0.801768 0.597636 0.000000
-8.505838 5.256898 0.010000 -0.872474 0.482336 0.078367
-8.514079 5.241991 0.010000 -0.896494 0.443056 0.000000
-9.129825 3.996071 0.010000 -0.934172 0.356822 0.000000
-9.632432 2.680227 0.010000 -0.946807 0.311335 0.081408
-9.637825 2.663829 0.010000 -0.946807 0.311335 0.081408
-9.641510 2.647835 0.010000 -0.971231 0.223786 0.081426
-9.876884 1.330711 0.010000 -0.984405 0.175916 0.000000
-9.998503 0.016180 0.010000 -0.995747 0.092126 0.000000
-9.999307 0.000000 0.010000 -0.996384 0.049505 0.069057
-9.998503 -0.016180 0.010000 -0.995747 -0.092126 0.000000
-9.876884 -1.330711 0.010000 -0.984405 -0.175916 0.000000
-9.641510 -2.647835 0.010000 -0.984405 -0.175916 0.000000
-9.637825 -2.663829 0.010000 -0.946807 -0.311335 0.081408
-9.632432 -2.680227 0.010000 -0.946807 -0.311335 0.081408
-9.129825 -3.996071 0.010000 -0.896494 -0.443056 0.000000
-8.514079 -5.241991 0.010000 -0.872474 -0.482336 0.078367
-8.505838 -5.256898 0.010000 -0.872474 -0.482336 0.078367
-8.497826 -5.268959 0.010000 -0.801768 -0.597636 0.000000
-7.802044 -6.202396 0.010000 -0.762305 -0.647218 0.000000
-7.038597 -7.101597 0.010000 -0.723272 -0.685852 0.080531
-7.028502 -7.112242 0.010000 -0.680461 -0.728345 0.080541
-7.018308 -7.121766 0.010000 -0.680461 -0.728345 0.080541
-6.156420 -7.838430 0.010000 -0.639354 -0.768912 0.000000
-5.268400 -8.498269 0.010000 -0.596421 -0.802672 -0.000000
-5.254164 -8.507596 0.010000 -0.546250 -0.833679 0.081178
-4.039734 -9.146615 0.010000 -0.424492 -0.901705 0.082070
-4.030126 -9.151138 0.010000 -0.424492 -0.901705 0.082070
-2.739119 -9.616525 0.010000 -0.291097 -0.952950 0.084545
-2.728663 -9.619719 0.010000 -0.291097 -0.952950 0.084545
-1.385710 -9.902578 0.010000 -0.205849 -0.977326 0.049608
-1.375336 -9.904182 0.010000 -0.069057 -0.996384 0.049505
-0.006180 -9.999075 0.010000 0.000000 -0.995747 0.092126
-0.129787 -9.980571 0.210000 0.000000 -0.995747 0.092126
0.129787 -9.980571 0.210000 0.069057 -0.996384 0.049505
1.291607 -9.900048 0.210000 0.152272 -0.984754 0.084103
1.509459 -9.866361 0.210000 0.152272 -0.984754 0.084103
2.648614 -9.626428 0.210000 0.291097 -0.952950 0.084545
2.868186 -9.559355 0.210000 0.338698 -0.939566 0.050000
3.961573 -9.165207 0.210000 0.424492 -0.901705 0.082070
4.163341 -9.070222 0.210000 0.465071 -0.883850 0.050171
5.191223 -8.529362 0.210000 0.465071 -0.883850 0.050171
5.490166 -8.333487 0.210000 0.596421 -0.802672 0.000000
6.156420 -7.838430 0.210000 0.639354 -0.768912 0.000000
6.803069 -7.300739 0.210000 0.639354 -0.768912 0.000000
7.017138 -7.100743 0.210000 0.680461 -0.728345 0.080541
7.229121 -6.877195 0.210000 0.723272 -0.685852 0.080531
7.802044 -6.202396 0.210000 0.762305 -0.647218 0.000000
8.324188 -5.501905 0.210000 0.801768 -0.597636 0.000000
8.492449 -5.248622 0.210000 0.872474 -0.482336 0.078367
8.665510 -4.935580 0.210000 0.872474 -0.482336 0.078367
9.129825 -3.996071 0.210000 0.896494 -0.443056 0.000000
9.508826 -3.003834 0.210000 0.946807 -0.311335 0.081408
9.622061 -2.659472 0.210000 0.946807 -0.311335 0.081408
9.699453 -2.323590 0.210000 0.984405 -0.175916 0.000000
9.876884 -1.330711 0.210000 0.984405 -0.175916 0.000000
9.968563 -0.339787 0.210000 0.995747 -0.092126 0.000000
9.985445 0.000000 0.210000 0.996384 0.049505 0.069057
9.968563 0.339787 0.210000 0.995747 0.092126 -0.000000
9.876884 1.330711 0.210000 0.984405 0.175916 0.000000
9.699453 2.323590 0.210000 0.984405 0.175916 0.000000
9.622061 2.659472 0.210000 0.946807 0.311335 0.081408
9.508826 3.003834 0.210000 0.934172 0.356822 -0.000000
9.129825 3.996071 0.210000 0.896494 0.443056 0.000000
8.665510 4.935580 0.210000 0.872474 0.482336 0.078367
8.492449 5.248622 0.210000 0.872474 0.482336 0.078367
8.324188 5.501905 0.210000 0.830386 0.551642 0.078417
7.802044 6.202396 0.210000 0.762305 0.647218 0.000000
7.229121 6.877195 0.210000 0.762305 0.647218 0.000000
7.017138 7.100743 0.210000 0.723272 0.685852 0.080531
6.803069 7.300739 0.210000 0.639354 0.768912 -0.000000
6.156420 7.838430 0.210000 0.639354 0.768912 -0.000000
5.490166 8.333487 0.210000 0.596421 0.802672 0.000000
5.191223 8.529362 0.210000 0.465071 0.883850 0.050171
4.163341 9.070222 0.210000 0.424492 0.901705 0.082070
3.961573 9.165207 0.210000 0.424492 0.901705 0.082070
2.868186 9.559355 0.210000 0.291097 0.952950 0.084545
2.648614 9.626428 0.210000 0.291097 0.952950 0.084545
1.509459 9.866361 0.210000 0.152272 0.984754 0.084103
1.291607 9.900048 0.210000 0.152272 0.984754 0.084103
0.129787 9.980571 0.210000 -0.000000 0.995747 0.092126
-0.129787 9.980571 0.210000 -0.000000 0.995747 0.092126
-1.291607 9.900048 0.210000 -0.152272 0.984754 0.084103
-1.509459 9.866361 0.210000 -0.205849 0.977326 0.049608
-2.648614 9.626428 0.210000 -0.291097 0.952950 0.084545
-2.868186 9.559355 0.210000 -0.338698 0.939566 0.050000
-3.961573 9.165207 0.210000 -0.424492 0.901705 0.082070
-4.163341 9.070222 0.210000 -0.424492 0.901705 0.082070
-5.191223 8.529362 0.210000 -0.546250 0.833679 0.081178
-5.490166 8.333487 0.210000 -0.596421 0.802672 0.000000
-6.156420 7.838430 0.210000 -0.639354 0.768912 0.000000
-6.803069 7.300739 0.210000 -0.639354 0.768912 0.000000
-7.017138 7.100743 0.210000 -0.680461 0.728345 0.080541
-7.229121 6.877195 0.210000 -0.723272 0.685852 0.080531
-7.802044 6.202396 0.210000 -0.801768 0.597636 0.000000
-8.324188 5.501905 0.210000 -0.801768 0.597636 0.000000
-8.492449 5.248622 0.210000 -0.830386 0.551642 0.078417
-8.665510 4.935580 0.210000 -0.872474 0.482336 0.078367
-9.129825 3.996071 0.210000 -0.934172 0.356822 0.000000
-9.508826 3.003834 0.210000 -0.946807 0.311335 0.081408
-9.622061 2.659472 0.210000 -0.946807 0.311335 0.081408
-9.699453 2.323590 0.210000 -0.971231 0.223786 0.081426
-9.876884 1.330711 0.210000 -0.984405 0.175916 0.000000
-9.968563 0.339787 0.210000 -0.995747 0.092126 0.000000
-9.985445 0.000000 0.210000 -0.996384 -0.049505 0.069057
-9.968563 -0.339787 0.210000 -0.995747 -0.092126 0.000000
-9.876884 -1.330711 0.210000 -0.984405 -0.175916 0.000000
-9.699453 -2.323590 0.210000 -0.984405 -0.175916 0.000000
-9.622061 -2.659472 0.210000 -0.971231 -0.223786 0.081426
-9.508826 -3.003834 0.210000 -0.934172 -0.356822 0.000000
-9.129825 -3.996071 0.210000 -0.896494 -0.443056 0.000000
-8.665510 -4.935580 0.210000 -0.872474 -0.482336 0.078367
-8.492449 -5.248622 0.210000 -0.872474 -0.482336 0.078367
-8.324188 -5.501905 0.210000 -0.830386 -0.551642 0.078417
-7.802044 -6.202396 0.210000 -0.762305 -0.647218 0.000000
-7.229121 -6.877195 0.210000 -0.762305 -0.647218 0.000000
-7.017138 -7.100743 0.210000 -0.723272 -0.685852 0.080531
-6.803069 -7.300739 0.210000 -0.639354 -0.768912 0.000000
-6.156420 -7.838430 0.210000 -0.596421 -0.802672 -0.000000
-5.490166 -8.333487 0.210000 -0.546250 -0.833679 0.081178
-5.191223 -8.529362 0.210000 -0.465071 -0.883850 0.050171
-4.163341 -9.070222 0.210000 -0.424492 -0.901705 0.082070
-3.961573 -9.165207 0.210000 -0.424492 -0.901705 0.082070
-2.868186 -9.559355 0.210000 -0.291097 -0.952950 0.084545
-2.648614 -9.626428 0.210000 -0.291097 -0.952950 0.084545
-1.509459 -9.866361 0.210000 -0.152272 -0.984754 0.084103
-1.291607 -9.900048 0.210000 -0.069057 -0.996384 0.049505
-0.129787 -9.980571 0.210000 0.000000 -0.995747 0.092126
-0.253394 -9.962067 0.410000 0.000000 -0.995747 0.092126
0.253394 -9.962067 0.410000 0.069057 -0.996384 0.049505
1.207877 -9.895914 0.410000 0.152272 -0.984754 0.084103
1.633208 -9.830145 0.410000 0.152272 -0.984754 0.084103
2.568565 -9.633136 0.410000 0.205849 -0.977326 0.049608
2.997254 -9.502185 0.410000 0.338698 -0.939566 0.050000
3.893021 -9.179275 0.410000 0.338698 -0.939566 0.050000
4.286948 -8.993828 0.410000 0.465071 -0.883850 0.050171
5.128282 -8.551128 0.410000 0.546250 -0.833679 0.081178
5.711931 -8.168705 0.410000 0.546250 -0.833679 0.081178
6.156420 -7.838430 0.410000 0.639354 -0.768912 0.000000
6.587829 -7.479712 0.410000 0.639354 -0.768912 0.000000
7.005774 -7.089244 0.410000 0.680461 -0.728345 0.080541
7.419645 -6.652792 0.410000 0.723272 -0.685852 0.080531
7.802044 -6.202396 0.410000 0.801768 -0.597636 0.000000
8.150551 -5.734851 0.410000 0.830386 -0.551642 0.078417
8.479059 -5.240347 0.410000 0.872474 -0.482336 0.078367
8.816941 -4.629170 0.410000 0.896494 -0.443056 0.000000
9.129825 -3.996071 0.410000 0.896494 -0.443056 0.000000
9.385219 -3.327441 0.410000 0.946807 -0.311335 0.081408
9.606297 -2.655115 0.410000 0.946807 -0.311335 0.081408
9.757397 -1.999344 0.410000 0.984405 -0.175916 0.000000
9.876884 -1.330711 0.410000 0.984405 -0.175916 0.000000
9.938623 -0.663394 0.410000 0.995747 -0.092126 0.000000
9.971584 0.000000 0.410000 0.996384 0.049505 0.069057
9.938623 0.663394 0.410000 0.996384 0.049505 0.069057
9.876884 1.330711 0.410000 0.984405 0.175916 0.000000
9.757397 1.999344 0.410000 0.971231 0.223786 0.081426
9.606297 2.655115 0.410000 0.946807 0.311335 0.081408
9.385219 3.327441 0.410000 0.946807 0.311335 0.081408
9.129825 3.996071 0.410000 0.896494 0.443056 0.000000
8.816941 4.629170 0.410000 0.872474 0.482336 0.078367
8.479059 5.240347 0.410000 0.872474 0.482336 0.078367
8.150551 5.734851 0.410000 0.801768 0.597636 -0.000000
7.802044 6.202396 0.410000 0.801768 0.597636 -0.000000
7.419645 6.652792 0.410000 0.723272 0.685852 0.080531
7.005774 7.089244 0.410000 0.680461 0.728345 0.080541
6.587829 7.479712 0.410000 0.639354 0.768912 -0.000000
6.156420 7.838430 0.410000 0.639354 0.768912 -0.000000
5.711931 8.168705 0.410000 0.596421 0.802672 0.000000
5.128282 8.551128 0.410000 0.465071 0.883850 0.050171
4.286948 8.993828 0.410000 0.424492 0.901705 0.082070
3.893021 9.179275 0.410000 0.424492 0.901705 0.082070
2.997254 9.502185 0.410000 0.338698 0.939566 0.050000
2.568565 9.633136 0.410000 0.291097 0.952950 0.084545
1.633208 9.830145 0.410000 0.205849 0.977326 0.049608
1.207877 9.895914 0.410000 0.152272 0.984754 0.084103
0.253394 9.962067 0.410000 -0.000000 0.995747 0.092126
-0.253394 9.962067 0.410000 -0.000000 0.995747 0.092126
-1.207877 9.895914 0.410000 -0.152272 0.984754 0.084103
-1.633208 9.830145 0.410000 -0.152272 0.984754 0.084103
-2.568565 9.633136 0.410000 -0.205849 0.977326 0.049608
-2.997254 9.502185 0.410000 -0.338698 0.939566 0.050000
-3.893021 9.179275 0.410000 -0.338698 0.939566 0.050000
-4.286948 8.993828 0.410000 -0.424492 0.901705 0.082070
-5.128282 8.551128 0.410000 -0.546250 0.833679 0.081178
-5.711931 8.168705 0.410000 -0.596421 0.802672 0.000000
-6.156420 7.838430 0.410000 -0.639354 0.768912 0.000000
-6.587829 7.479712 0.410000 -0.639354 0.768912 0.000000
-7.005774 7.089244 0.410000 -0.680461 0.728345 0.080541
-7.419645 6.652792 0.410000 -0.723272 0.685852 0.080531
-7.802044 6.202396 0.410000 -0.801768 0.597636 0.000000
-8.150551 5.734851 0.410000 -0.801768 0.597636 0.000000
-8.479059 5.240347 0.410000 -0.830386 0.551642 0.078417
-8.816941 4.629170 0.410000 -0.896494 0.443056 0.000000
-9.129825 3.996071 0.410000 -0.896494 0.443056 0.000000
-9.385219 3.327441 0.410000 -0.946807 0.311335 0.081408
-9.606297 2.655115 0.410000 -0.946807 0.311335 0.081408
-9.757397 1.999344 0.410000 -0.984405 0.175916 0.000000
-9.876884 1.330711 0.410000 -0.984405 0.175916 0.000000
-9.938623 0.663394 0.410000 -0.995747 0.092126 0.000000
-9.971584 0.000000 0.410000 -0.996384 -0.049505 0.069057
-9.938623 -0.663394 0.410000 -0.995747 -0.092126 0.000000
-9.876884 -1.330711 0.410000 -0.984405 -0.175916 0.000000
-9.757397 -1.999344 0.410000 -0.971231 -0.223786 0.081426
-9.606297 -2.655115 0.410000 -0.971231 -0.223786 0.081426
-9.385219 -3.327441 0.410000 -0.946807 -0.311335 0.081408
-9.129825 -3.996071 0.410000 -0.896494 -0.443056 0.000000
-8.816941 -4.629170 0.410000 -0.872474 -0.482336 0.078367
-8.479059 -5.240347 0.410000 -0.872474 -0.482336 0.078367
